#Optional	#Name	#VersionMini	#VersionMaxi	#Address
false	Python	3.0.0	http://www.python.org
false	CommonZ	4.0.0	https://github.com/N-z0/commonz
false	exiftool	11.88 11.99 https://www.sno.phy.queensu.ca/~phil/exiftool
